"inv_id","inv_dono","inv_nome","inv_nome_item","inv_mod","inv_slots","inv_gold","nome_da","inv_type","inv_loot","inv_capacidade","inv_atk","inv_def","inv_pw","inv_hp_min","inv_hp_max","inv_mp_min","inv_mp_max","inv_tipo","inv_kit","inv_shop","inv_cod_1","inv_cod_2","inv_cod_3","inv_cod_final"
"76","hiro_nakamura","../../static/BER-OMBROESQ.png","ombro esquerdo sol","+4 perception","1","1300","Radiant_Star","ombroesq","1","1","390","0","800","0","0","0","0","ombroesq","demon crest arco","Radiant_Star","n","n","n","n"
"77","hiro_nakamura","../../static/BER-OMBROESQ.png                                                                                                                                                                                                                             ","SOLEO o mercenario ombro direito                                                                                                                                                                                                                          ","20.000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","1","30000","Radiant_Star                                                                                                                                                                                                                                              ","ombroesq                                                                                                                                                                                                                                                  ","2","1","0","30000","0","0","0","0","0","armadura                                                                                                                                                                                                                                                  ","drop                                                                                                                                                                                                                                                      ","Radiant_Star                                                                                                                                                                                                                                              ","../img_geral/BER-SOLEO_IMG.png                                                                                                                                                                                                                            ","tttt                                                                                                                                                                                                                                                      ","09                                                                                                                                                                                                                                                        ","009                                                                                                                                                                                                                                                       "
"78","hiro_nakamura","../../static/BER-OMBROESQ.png","ombro esquerdo sol","+4 perception","1","1300","Radiant_Star","ombroesq","1","1","390","0","800","0","0","0","0","ombroesq","demon crest arco","Radiant_Star","n","n","n","n"
"79","hiro_nakamura","../../static/BER-ORELHESQBEROLSOLEO.png","orelha esquerda sol","+4 perception","1","1300","Radiant_Star","orelhaesq","1","1","390","0","800","0","0","0","0","orelhaesq","demon crest arco","Radiant_Star","n","n","n","n"
"80","hiro_nakamura","../../static/BER-CRIFREDIRBERSOLEO.png","chifre do sol (dir)","+3","1","4500","Radiant_Star","chifreDIR","25","1","200","0","0","0","0","0","0","chifreDIR","demon crest arco","Radiant_Star","n","n","n","n"
"81","hiro_nakamura","../../static/BER-CRIFREESQBERSOLEO.png","chifre esquerdo sol","+4 MOD","1","1300","Radiant_Star","chifreesq","1","1","390","0","800","0","0","0","0","chifreesq","demon crest arco","Radiant_Star","n","n","n","n"
"82","hiro_nakamura","../../static/BER-OMBROESQ.png                                                                                                                                                                                                                             ","SOLEO o mercenario ombro direito                                                                                                                                                                                                                          ","20.000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","1","30000","Radiant_Star                                                                                                                                                                                                                                              ","ombroesq                                                                                                                                                                                                                                                  ","2","1","0","30000","0","0","0","0","0","armadura                                                                                                                                                                                                                                                  ","drop                                                                                                                                                                                                                                                      ","Radiant_Star                                                                                                                                                                                                                                              ","../img_geral/BER-SOLEO_IMG.png                                                                                                                                                                                                                            ","tttt                                                                                                                                                                                                                                                      ","09                                                                                                                                                                                                                                                        ","009                                                                                                                                                                                                                                                       "
"83","hiro_nakamura","../../static/BER-OMBRODIR-BEROSOLEO.png","ombro esquerdo sol","+4 perception","1","1300","Radiant_Star","ombroDIR","1","1","390","0","800","0","0","0","0","ombroDIR","demon crest arco","Radiant_Star","n","n","n","n"
"84","hiro_nakamura","../../static/ice-barbarian-head-2.png","ice barbarian 23d","ice feallow barbarian","1","6000","Radiant_Star","head","1","8","3000","40","7000","0","0","0","0","Radiant_Star","demon crest","Radiant_Star","n","n","n","n"
"85","hiro_nakamura","../../static/icebarbarian_head.png","elmo ice barbarian","resistência a frio","1","5900","Radiant_Star","head","1","1","0","0","0","0","0","0","0","head","demon crest arco","Radiant_Star","n","n","n","n"
"86","hiro_nakamura","../../static/icebarbarian_mao-dir.png","corte arcano 1","+3 ATK","1","3000","Radiant_Star","maoDIR","4","3","1","1","1","1","1","1","1","maoDIR","arco demon crest","Radiant_Star","n",,"n","n"
"87","hiro_nakamura","../../static/ice-barbarian-item.png","ice item stm 1","resistência a frio +5","1","3000","Radiant_Star","save","1","1","0","300","9000","0","0","0","0","save","arco demon crest","Radiant_Star","n","n","n","n"
"88","hiro_nakamura","../../static/ICE-BARBARIAN-head.png","ice item stm 1","resistência a frio +90","1","100000","Radiant_Star","head","1","1","0","300","9000","0","0","0","0","head","arco demon crest","Radiant_Star","n","n","n","n"
"89","hiro_nakamura","../../static/ini_brsR.png","clan Danger Stone","uso eterno","1","3000","clan_pers","clan","0","0","0","0","0","0","0","0","0",,,,,,,
"91","hiro_nakamura","../../static/ice-barbarian-mao-esq.png","staff ice barbarian 1","+70 ATK","1","3000","Radiant_Star","handesq","1","1","0","300","9000","0","0","0","0","handesq","arco demon crest","Radiant_Star","n","n","n","n"
"92","hiro_nakamura","../../static/ice_barbarian_maoDIR.png","knife +1","+ATK","1","1300","Radiant_Star","handDIR","5","3","5","0","0","0","0","0","0","handDIR",,"Radiant_Star","N","n","n","n"
"93","hiro_nakamura","../../static/TOMO-O-MORTO-TENTATIVA.png","PACTO-O-MORTO-TENTADO","um falatório de coisas mórbidas ao pé do ouvido","1","80000","PATH","pact","1","1","3000","0","3000","0","0","0","0","PATH","pacto","PATH","n","n","n","n"
"94","hiro_nakamura","../../static/itens-09.png","caneca Healer","uso eterno","1","1000","Item_hunter","collect","0","200","0","0","0","0","0","0","0",,,,,,,
"95","hiro_nakamura","../../static/TOMO-O-MORTO-TENTATIVA2.png","PACTO-O-MORTO-TENTADO2","um falatório de coisas mórbidas ao pé do ouvido","1","80000","PATH","pact","1","1","3000","0","3000","0","0","0","0","PATH","pacto","PATH","n","n","n","n"
"96","hiro_nakamura","../../static/icebarbarian_head.png","elmo ice barbarian","resistência a frio","1","5900","Radiant_Star","head","1","1","0","0","0","0","0","0","0","head","demon crest arco","Radiant_Star","n","n","n","n"
"97","hiro_nakamura","../../static/06.png                                                                                                                                                                                                                                    ","Cabeça Daemon #1                                                                                                                                                                                                                                          ","0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ","1","0","The_Begin                                                                                                                                                                                                                                                 ","head                                                                                                                                                                                                                                                      ","0","0","0","0","0","0","0","0","0","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                "
"98","hiro_nakamura","../../static/ini_brsG.png","clan eyesee","uso eterno","1","2000","clan_pers","clan","0","200","0","0","0","0","0","0","0",,,,,,,
"99","ceni","../../static/items/feral_head.png","Feral head 1","80","1","50","The_Begin","head","3","1","0","0","300","0","0","0","0","componente","abracadabra"," The_Begin","0","0","0","0"
"100","ceni","../../static/items/daemon_cauda.png","Cauda 1 de daemon","81","2","500","The_Begin","cauda","1","3","0","0","0","0","0","0","0","custom","customBegin","The_Begin","0","0","0","0"
"102","ceni","../../static/items/daemon_chifreDIR.png","chifre gold daemon","82","2","500","The_Begin","chifreDIR","3","2","0","0","0","0","0","0","0","goldem","goldem","The_Begin","0","0","0","0"
"103","ceni","../../static/items/feral_ombroDIR.png","ombreira de feral I","83","3","500","The_Begin","ombroDIR","3","3","0","0","0","0","0","0","0","ombreira dos templarios verdes","ombreira dos templarios verdes","The_Begin","0","0","0","0"
"104","ceni","../../static/itens-11.png","caneca elétrica","uso eterno","1","1000","Item_hunter","custom","0","200","0","0","0","0","0","0","0",,,,,,,
"105","ceni","../../static/ini_brsB.png","clan lunar","uso eterno","1","1000","clan_pers","clan","0","200","0","0","0","0","0","0","0",,,,,,,
"106","ceni","../../static/items/daemon_cintura.png","cintura de daemon"," 0 0 0","3","200","The_Begin","cintura","1","1","0","0","0","0","0","0","0","cintura","daemon kit","The_Begin","0","0","0","0"
"107","ceni","../../static/items/elemental_head.png","elmo elemental","elmo azul","2","8000","The_Begin","head","1","7","0","0","0","0","0","0","0","head","blue oceans","The_Begin","0","0","0","0"
"108","ceni","../../static/items/elemental_cintura.png","pants elemental","elmo azul","2","80","The_Begin","cintura","1","7","0","0","0","0","0","0","0","cintura","blue oceans","The_Begin","0","0","0","0"
"109","ceni","../../static/items/daemon_cotoveloesq.png","cotoveleira esquerda golden kit","50 DEF","3","500","The_Begin","cotoveloesq","3","1","0","50","0","0","0","0","0","cotoveloesq","golden kit","The_Begin","0","0","0","0"
"110","ceni","../../static/items/daemon_coxaDIR.png","bermuda direito de daemon basico","custom","3","500","The_Begin","coxaDIR","1","1","0","0","0","0","0","0","0","coxaDIR","daemon kit","The_Begin","0","0","0","0"
"111","ceni","../../static/items/daemon_cotoveloDIR.png","cotoveleira direta","50 DEF","1","900","The_Begin","cotoveloDIR","1","1","0","50","0","0","0","0","0","cotoveloDIR","golden kit","The_Begin","0","0","0","0"
"112","ceni","../../static/items/daemon_handDIR.png","hand direita 1 daemon","0","2","1200","The_Begin","handDIR","2","1","0","500","0","0","0","0","0","handDIR","daemon kit","The_Begin","0","0","0","0"
"113","ceni","../../static/LAPIDE-25cm-e.png","lapide 25 cm","lapide de um antigo sacerdote da linha ancestral","25","300","Initial","save","25","1","0","0","0","0","0","0","0","save","sacerdotes ancestrais","Initial","n","n","n","n"
"114","ceni","../../static/items/feral_feetesq.png","pe feerico 1 esquerdo","pe feerico","2","800","The_Begin","feetesq","1","3","0","0","0","0","0","0","0","feetesq","blue oceans","The_Begin","0","0","0","0"
"115","ceni","../../static/items/feral_feetDIR.png","pe feerico 1 direito","pe feerico","2","800","The_Begin","feetDIR","1","3","0","0","0","0","0","0","0","feetDIR","blue oceans","The_Begin","0","0","0","0"
"116","ceni","../../static/items/elemental_orelhaesq.png","brinco esquerdo de elemental 1","brinco custom","2","9000","The_Begin","orelhaesq","1","7","0","0","0","0","0","0","0","orelhaesq","darkness kit","The_Begin","0","0","0","0"
"117","ceni","../../static/items/elemental_orelhaDIR.png","brinco direito de elemental 1","brinco custom","2","9000","The_Begin","orelhaDIR","1","7","0","0","0","0","0","0","0","orelhaDIR","darkness kit","The_Begin","0","0","0","0"
"118","ceni","../../static/LAPIDE-himg-D.png","lapide high grade Damge","pequena e runica","1","5000","Initial","save","1","0","0","0","6000","0","0","0","0","save","runico","Initial","n","n","n","n"
"119","ssj4","../../static/06.png                                                                                                                                                                                                                                    ","Cabeça Daemon #1                                                                                                                                                                                                                                          ","0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ","1","0","The_Begin                                                                                                                                                                                                                                                 ","head                                                                                                                                                                                                                                                      ","0","0","0","0","0","0","0","0","0","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                ","../img_geral/braso_ini.png                                                                                                                                                                                                                                "
"120","ssj4","../../static/ini_brsB.png","clan lunar","uso eterno","1","1000","clan_pers","clan","0","200","0","0","0","0","0","0","0",,,,,,,
"121","ssj4","../../static/CAIXAO--1000hp-D.png                                                                                                                                                                                                                      ","Caixao -1000hp                                                                                                                                                                                                                                            ","-1000hp;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ","1","1","Initial                                                                                                                                                                                                                                                   ","Save                                                                                                                                                                                                                                                      ","0","0","0","0","-1000","0","0","0","0","                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          "
